company,region,houses_count,points,satisfaction_level,reliability_level,violations_level,global_id
«СТЭП»,Центральный ,2,80.89,102.0,95.0,99.76,2387463461
«ЖИЛИЩНИК ОСТАНКИНСКОГО РАЙОНА»,Северо-Восточный ,160,80.88,103.71,50.0,98.23,2387463462
УПРАВЛЯЮЩАЯ КОМПАНИЯ «АЛЫЕ ПАРУСА»,Северо-Западный ,5,80.88,101.99,50.0,99.96,2387463463
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «ФЕНИКС»,Северо-Восточный ,11,80.88,102.3,50.0,99.65,2387463464
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «СИТИ»,Центральный ,1,80.88,102.0,50.0,99.96,2387463465
«СЕТИКО»,Юго-Западный ,1,80.88,102.0,50.0,99.95,2387463466
«МЕГАСИТИСЕРВИС»,Западный ,2,80.88,102.0,50.0,99.95,2387463467
ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО «РЕМОНТНО-ЭКСПЛУАТАЦИОННОЕ ПРЕДПРИЯТИЕ №52 ЗАПАДНОГО АДМИНИСТРАТИВНОГО ОКРУГА»,Западный ,2,80.87,102.0,89.0,99.72,2387463468
«КВАРТАЛ»,Северный ,2,80.87,102.0,91.0,99.72,2387463469
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «БОРОДИНО»,Западный ,2,80.87,102.0,50.0,99.93,2387463470
«ЭКСПЛУАТИРУЮЩАЯ ОРГАНИЗАЦИЯ - ДИРЕКЦИЯ ПО ЭКСПЛУАТАЦИИ ЗДАНИЙ»,Западный ,2,80.87,102.0,50.0,99.92,2387463471
«ЖИЛИЩНИК ЯРОСЛАВСКОГО РАЙОНА»,Северо-Восточный ,134,80.86,103.11,99.0,98.55,2387463472
«ФОРТЪ»,Западный ,6,80.86,102.0,50.0,99.89,2387463473
«ЭКСЖИЛСТРОЙ»,Центральный ,18,80.86,106.0,50.0,95.86,2387463474
АКЦИОНЕРНОЕ ОБЩЕСТВО «ДЕКРА-СТРОЙЭКСПЛУАТАЦИЯ»,Центральный ,2,80.86,102.0,50.0,99.9,2387463475
ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДА МОСКВЫ «ЦЕНТР УПРАВЛЕНИЯ ГОРОДСКИМ ИМУЩЕСТВОМ»,Центральный ,1,80.85,102.0,50.0,99.88,2387463476
«ЖИЛИЩНИК РАЙОНА ФИЛИ-ДАВЫДКОВО»,Западный ,286,80.84,104.7,50.0,97.16,2387463477
«КРОММ-ОФИС»,Северо-Восточный ,1,80.84,101.9,50.0,99.94,2387463478
«ВОЛХОНКА»,Западный ,1,80.84,102.0,50.0,99.84,2387463479
«ВЕЛЕС»,Центральный ,4,80.84,110.0,52.0,91.84,2387463480
«ЖИЛИЩНИК РАЙОНА БИРЮЛЕВО ВОСТОЧНОЕ»,Южный ,179,80.83,102.67,50.0,99.16,2387463481
АКЦИОНЕРНОЕ ОБЩЕСТВО «РЭУ 21 РАЙОНА ИЗМАЙЛОВО»,Восточный ,44,80.83,105.0,50.0,96.76,2387463482
«ФМ-ИНЖИНИРИНГ»,Центральный ,1,80.83,102.0,50.0,99.82,2387463483
«ЖИЛИЩНИК РАЙОНА НАГАТИНО-САДОВНИКИ»,Южный ,162,80.82,103.84,50.0,97.95,2387463484
«ЖИЛИЩНИК РАЙОНА МАРЬИНА РОЩА»,Северо-Восточный ,189,80.82,103.84,50.0,97.97,2387463485
«МС.СЕРВИС»,Северный ,6,80.82,102.0,50.0,99.81,2387463486
«АКВАГРАД»,Юго-Восточный ,4,80.82,102.0,50.0,99.8,2387463487
«СГ СЕРВИС»,Центральный ,1,80.82,102.0,50.0,99.79,2387463488
«РОМАНЦОВ СЕРВИС»,Центральный ,1,80.82,102.0,50.0,99.79,2387463489
«СЕРВИС»,Западный ,8,80.81,102.0,44.0,99.8,2387463490
«ВЫМПЕЛ-ЭК»,Восточный ,4,80.81,102.0,50.0,99.78,2387463491
«ЖИЛИЩНИК РАЙОНА СЕВЕРНОЕ ТУШИНО»,Северо-Западный ,253,80.8,103.42,50.0,98.33,2387463492
«ЖИЛИЩНИК САВЕЛОВСКОГО РАЙОНА»,Северный ,201,80.8,104.56,50.0,97.19,2387463493
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «СТАБИЛЬНОСТЬ»,"[Новомосковский , Троицкий ]",32,80.8,106.0,94.0,95.54,2387463494
УПРАВЛЯЮЩАЯ КОМПАНИЯ «ЗАПАД СЕРВИС»,Западный ,5,80.8,102.0,50.0,99.76,2387463495
«ИНТОРГ»,Северо-Западный ,6,80.8,101.84,50.0,99.9,2387463496
«ОБЕРЕГ ЦЕНТР»,Западный ,1,80.8,102.0,50.0,99.76,2387463497
«ЖИЛИЩНИК ГАГАРИНСКОГО РАЙОНА»,Юго-Западный ,108,80.79,103.55,50.0,98.17,2387463498
ФИРМА «АСКЕТ»,Юго-Западный ,6,80.79,102.0,50.0,99.73,2387463499
«ЖИЛИЩНИК ЗЕЛЕНОГРАДСКОГО АДМИНИСТРАТИВНОГО ОКРУГА»,Зеленоградский ,485,80.77,102.61,50.0,99.0,2387463500
«ОРБИТА-ХОЛДИНГ»,Северный ,28,80.77,104.48,50.0,97.2,2387463501
«НОВАТОР»,"[Центральный , Юго-Западный ]",5,80.77,102.0,50.0,99.67,2387463502
УПРАВЛЯЮЩАЯ КОМПАНИЯ «ДОМА МОСКВЫ»,Восточный ,4,80.75,109.84,50.0,91.78,2387463503
«ЖИЛИЩНИК АЛЕКСЕЕВСКОГО РАЙОНА»,Северо-Восточный ,205,80.74,103.64,50.0,97.95,2387463504
«ЖИЛИЩНИК РАЙОНА ПЕЧАТНИКИ»,Юго-Восточный ,228,80.74,103.63,50.0,97.97,2387463505
«УК БЛИЖНИЕ ДАЧИ»,Западный ,5,80.74,102.0,75.0,99.47,2387463506
УК «ЮТА»,Северный ,40,80.73,103.78,50.0,97.79,2387463507
«ЖИЛИЩНИК РАЙОНА ЯКИМАНКА»,Центральный ,96,80.72,106.91,98.0,94.41,2387463508
«ЖИЛИЩНИК ГОЛОВИНСКОГО РАЙОНА»,Северный ,73,80.72,103.0,74.0,98.38,2387463509
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «ЖИЛИЩНИК»,Западный ,4,80.72,101.65,50.0,99.89,2387463510
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «АКМА»,Северный ,1,80.71,102.0,50.0,99.53,2387463511
«ОРИОН ГРУПП»,Юго-Западный ,1,80.7,102.0,50.0,99.5,2387463512
«ЖИЛИЩНИК РАЙОНА ОРЕХОВО-БОРИСОВО СЕВЕРНОЕ»,Южный ,113,80.69,102.68,50.0,98.79,2387463513
АКЦИОНЕРНОЕ ОБЩЕСТВО «ТРОИЦКАЯ КОММУНАЛЬНАЯ СЛУЖБА»,"[Новомосковский , Троицкий ]",31,80.69,101.99,100.0,99.24,2387463514
МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ «ГОРОДСКОЕ БЛАГОУСТРОЙСТВО»,"[Новомосковский , Троицкий ]",6,80.68,102.0,66.0,99.38,2387463515
«СЕРЕБРЯНЫЙ КВАРТЕТ-3»,"[Северо-Западный , Юго-Западный ]",4,80.68,101.94,50.0,99.51,2387463516
«БЫТ И КОМФОРТ»,Юго-Восточный ,2,80.68,101.92,100.0,99.27,2387463517
УПРАВЛЯЮЩАЯ КОМПАНИЯ ФИРМЫ «МЕМ»,Центральный ,1,80.68,102.0,50.0,99.46,2387463518
«ЖИЛИЩНИК РАЙОНА ТЕКСТИЛЬЩИКИ»,Юго-Восточный ,291,80.67,103.73,50.0,97.71,2387463519
«ЖИЛИЩНИК РАЙОНА ОЧАКОВО-МАТВЕЕВСКОЕ»,Западный ,207,80.67,104.0,50.0,97.39,2387463520
УПРАВЛЯЮЩАЯ КОМПАНИЯ «УПРАВДОМ-КУЗЬМИНКИ»,Юго-Восточный ,30,80.66,102.69,100.0,98.46,2387463521
«ЖИЛИЩНИК АЛТУФЬЕВСКОГО РАЙОНА»,Северо-Восточный ,113,80.64,103.26,75.0,97.97,2387463522
«ЖИЛИЩНИК РАЙОНА КУРКИНО»,Северо-Западный ,12,80.64,102.72,50.0,98.63,2387463523
«ПРОГРЕСС +»,Северо-Восточный ,2,80.64,101.69,50.0,99.66,2387463524
УК «ГАЛАКТИКА»,Северный ,37,80.63,103.59,50.0,97.75,2387463525
«Б. ТИШИНСКИЙ-10»,Центральный ,1,80.63,102.0,50.0,99.33,2387463526
«3 СМ»,Северный ,28,80.62,103.28,44.0,98.0,2387463527
«КОМПАНИЯ «РЕМСТРОЙСЕРВИС»,Юго-Западный ,3,80.61,102.0,50.0,99.27,2387463528
«СЕРВИСГРАД»,"[Западный , Зеленоградский , Северный , Северо-Восточный , Центральный , Южный , Юго-Восточный , Юго-Западный ]",54,80.6,101.7,49.0,99.56,2387463529
АКЦИОНЕРНОЕ ОБЩЕСТВО «ЖИЛЦЕНТР СК»,"[Западный , Юго-Восточный ]",19,80.6,101.71,50.0,99.53,2387463530
«ВИКСЕР»,"[Центральный , Юго-Восточный ]",11,80.6,102.0,50.0,99.25,2387463531
«МОСДОМ»,"[Восточный , Северный ]",4,80.6,101.49,50.0,99.76,2387463532
"«ЭКСПЛУАТАЦИЯ, ТЕХОБСЛУЖИВАНИЕ, ЮРИДИЧЕСКАЯ ДЕЯТЕЛЬНОСТЬ»",Западный ,1,80.6,101.0,100.0,99.93,2387463533
«КАТТЛЕЯ»,"[Новомосковский , Троицкий ]",4,80.59,102.0,25.0,99.35,2387463534
ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО «ЭКСПЛУАТАЦИОННАЯ КОМПАНИЯ ТСЖ»,"[Южный , Юго-Восточный ]",7,80.58,102.0,50.0,99.19,2387463535
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «ШИШКИН ЛЕС»,"[Новомосковский , Троицкий ]",97,80.57,104.0,51.0,97.18,2387463536
УПРАВЛЯЮЩАЯ КОМПАНИЯ «ГОРОД-ПАРК»,Южный ,2,80.57,102.0,50.0,99.17,2387463537
«ЖИЛИЩНИК РАЙОНА ЗЯБЛИКОВО»,Южный ,124,80.56,102.25,75.0,98.78,2387463538
«УПРАВЛЯЮЩАЯ КОМПАНИЯ КУЗЬМИНКИ»,Юго-Восточный ,45,80.56,103.7,100.0,97.2,2387463539
«СКС УПРАВЛЯЮЩАЯ КОМПАНИЯ»,Северо-Западный ,58,80.54,103.0,50.0,98.0,2387463540
«ЖИЛИЩНИК РАЙОНА ЯСЕНЕВО»,Юго-Западный ,128,80.53,102.2,48.0,98.88,2387463541
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «КРАСНОЕ СЕЛО»,Центральный ,3,80.52,109.77,50.0,91.27,2387463542
«АКВА-ХОЛДИНГ»,Юго-Восточный ,35,80.51,101.15,50.0,99.89,2387463543
«УК «УЮТНЫЙ ДОМ-М»,"[Центральный , Южный , Юго-Восточный ]",24,80.51,101.93,95.0,98.87,2387463544
ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО «РЕМОНТНО-ЭКСПЛУАТАЦИОННОЕ УПРАВЛЕНИЕ №56 РАЙОНА ВОСТОЧНЫЙ»,Восточный ,7,80.51,103.82,50.0,97.2,2387463545
«ДИРЕКЦИЯ ЕДИНОГО ЗАКАЗЧИКА РАЙОНА ВЫХИНО»,Юго-Восточный ,130,80.5,102.74,50.0,98.26,2387463546
«УПРАВЛЯЮЩАЯ КОМПАНИЯ ЩЕРБИНКА»,"[Новомосковский , Троицкий ]",2,80.5,102.0,64.0,98.94,2387463547
«ЖИЛИЩНИК РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО»,Восточный ,179,80.49,104.53,49.0,96.44,2387463548
«ЖИЛИЩНИК РАЙОНА НОВОКОСИНО»,Восточный ,167,80.48,102.2,50.0,98.75,2387463549
«ЖИЛИЩНИК РАЙОНА СОКОЛЬНИКИ»,Восточный ,140,80.48,104.8,100.0,95.89,2387463550
МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ПО СОДЕРЖАНИЮ И РЕМОНТУ ДОРОГ МЕСТНОГО ЗНАЧЕНИЯ И БЛАГОУСТРОЙСТВУ ГОРОДСКОГО ОКРУГА «ДОРОЖНОЕ ХОЗЯЙСТВО И БЛАГОУСТРОЙСТВО»,"[Новомосковский , Троицкий ]",11,80.47,104.0,50.0,96.92,2387463551
«ЖИЛИЩНИК РАЙОНА МИТИНО»,Северо-Западный ,203,80.46,102.14,50.0,98.76,2387463552
УПРАВЛЯЮЩАЯ КОМПАНИЯ «СВИТХОМ»,"[Западный , Новомосковский , Троицкий , Южный , Юго-Западный ]",44,80.46,101.43,50.0,99.46,2387463553
«ЖИЛИЩНИК ТИМИРЯЗЕВСКОГО РАЙОНА»,Северный ,102,80.46,103.86,49.0,97.0,2387463554
«ЖИЛИЩНИК РАЙОНА ЛИАНОЗОВО»,Северо-Восточный ,123,80.45,102.15,50.0,98.71,2387463555
«УПРАВЛЯЮЩАЯ КОМПАНИЯ РЭУ-16»,Северный ,30,80.45,104.38,50.0,96.49,2387463556
«ВИСКАН»,Северный ,8,80.45,101.18,50.0,99.69,2387463557
«ТЭЗИС»,Северо-Восточный ,3,80.45,101.13,50.0,99.73,2387463558
«УПРАВЛЯЮЩАЯ КОМПАНИЯ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА «ИСПОЛИН»,Восточный ,19,80.45,105.36,100.0,95.26,2387463559
«ЖИЛИЩНИК РАЙОНА ТЕПЛЫЙ СТАН»,Юго-Западный ,123,80.44,102.4,49.0,98.44,2387463560
«ЖИЛИЩНИК НАГОРНОГО РАЙОНА»,Южный ,193,80.43,103.61,50.0,97.22,2387463561
УПРАВЛЯЮЩАЯ КОМПАНИЯ «ДЭЗ ОТРАДНОЕ»,Северо-Восточный ,25,80.43,101.26,50.0,99.55,2387463562
«ЖИЛИЩНИК РАЙОНА БИБИРЕВО»,Северо-Восточный ,181,80.41,101.76,50.0,99.0,2387463563
«ЖИЛИЩНИК ИВАНОВСКОГО РАЙОНА»,Восточный ,176,80.41,102.32,50.0,98.45,2387463564
«ЛИМК»,Северный ,86,80.41,102.6,50.0,98.18,2387463565
«ЖИЛСЕРВИС-КУЗЬМИНКИ»,Юго-Восточный ,23,80.41,102.32,100.0,98.2,2387463566
«ЖИЛИЩНИК ЛОСИНООСТРОВСКОГО РАЙОНА»,Северо-Восточный ,170,80.4,102.48,50.0,98.28,2387463567
«ЖИЛИЩНИК РАЙОНА СОКОЛИНАЯ ГОРА»,Восточный ,65,80.4,103.56,48.0,97.19,2387463568
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «ЯРОСЛАВСКИЙ»,Северо-Восточный ,31,80.4,102.75,0.0,98.25,2387463569
«ЖИЛИЩНИК РАЙОНА КОНЬКОВО»,Юго-Западный ,209,80.36,101.59,74.0,98.95,2387463570
«АРГУС»,"[Новомосковский , Троицкий ]",73,80.34,101.96,50.0,98.63,2387463571
«СТРОЙКА»,Северный ,49,80.34,103.39,50.0,97.2,2387463572
«СТРОИТЕЛЬНО - ЭКСПЛУАТАЦИОННОЕ УПРАВЛЕНИЕ «ФУНДАМЕНТСТРОЙ - 6»,"[Северный , Северо-Западный , Центральный , Южный ]",60,80.33,101.37,50.0,99.21,2387463573
«РЕМОНТНО-СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ №2 САО»,Северный ,48,80.33,102.4,50.0,98.17,2387463574
«АРТИНЖСТРОЙ»,Южный ,3,80.33,101.61,50.0,98.96,2387463575
«УК МЕЩАНСКАЯ СЛОБОДА»,Центральный ,8,80.33,106.46,50.0,94.11,2387463576
«ЖИЛИЩНИК РАЙОНА ОТРАДНОЕ»,Северо-Восточный ,224,80.32,101.72,50.0,98.83,2387463577
«УПРАВЛЯЮЩАЯ КОМПАНИЯ ЛАД»,Центральный ,2,80.32,102.0,46.0,98.56,2387463578
«ЖИЛИЩНИК РАЙОНА ВЕШНЯКИ»,Восточный ,146,80.31,102.22,50.0,98.3,2387463579
«ЖИЛИЩНИК РАЙОНА ПОКРОВСКОЕ-СТРЕШНЕВО»,Северо-Западный ,192,80.3,103.83,50.0,96.67,2387463580
АКЦИОНЕРНОЕ ОБЩЕСТВО «УПРАВЛЯЮЩАЯ КОМПАНИЯ «ГОРОДСКАЯ»,"[Южный , Юго-Восточный ]",55,80.29,101.59,100.0,98.63,2387463581
«1802-НАШ ДОМ»,Зеленоградский ,1,80.29,102.0,50.0,98.48,2387463582
«ЖИЛИЩНИК КРАСНОСЕЛЬСКОГО РАЙОНА»,Центральный ,179,80.28,106.31,49.0,94.15,2387463583
«АВИЛОН-М»,Юго-Западный ,56,80.26,102.0,49.0,98.36,2387463584
ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО «РЕМОНТНО-ЭКСПЛУАТАЦИОННОЕ УПРАВЛЕНИЕ № 22 РАЙОНА ИЗМАЙЛОВО»,Восточный ,50,80.26,103.69,50.0,96.7,2387463585
«УПРАВЛЯЮЩАЯ КОМПАНИЯ-10 ПРЕСНЕНСКОГО РАЙОНА»,Центральный ,47,80.25,104.44,49.0,95.95,2387463586
«ЖИЛИЩНИК РАЙОНА МАРФИНО»,Северо-Восточный ,122,80.24,103.8,50.0,96.54,2387463587
«ЖИЛИЩНИК РАЙОНА МЕТРОГОРОДОК»,Восточный ,137,80.2,104.42,50.0,95.82,2387463588
«АТМОСФЕРА УЮТА»,Западный ,1,80.2,100.0,100.0,100.0,2387463589
«МАТОРИН - УПРАВЛЕНИЕ ЖИЛОЙ НЕДВИЖИМОСТЬЮ»,Западный ,3,80.19,100.0,100.0,99.97,2387463590
«ЭКСПЛУАТАЦИОННО-УПРАВЛЯЮЩАЯ КОМПАНИЯ «КОМФОРТНАЯ СРЕДА»,Восточный ,4,80.19,100.0,99.0,99.99,2387463591
«ЖИЛИЩНО-КОММУНАЛЬНОЕ УПРАВЛЕНИЕ «ПЛЮС»,Юго-Западный ,6,80.19,100.0,100.0,99.98,2387463592
«ЖИЛИЩНИК РЯЗАНСКОГО РАЙОНА»,Юго-Восточный ,286,80.18,102.69,50.0,97.51,2387463593
«УПРАВЛЯЮЩАЯ КОМПАНИЯ ВЕРДЕКАСА»,Юго-Западный ,4,80.18,100.0,94.0,99.97,2387463594
«ЭКСПЛУАТАЦИОННО-УПРАВЛЯЮЩАЯ КОМПАНИЯ « ЖИЛЫЕ КВАРТАЛЫ»,"[Северо-Западный , Южный , Юго-Западный ]",3,80.18,100.0,95.0,99.98,2387463595
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «ИНВЕСТ ВЕКТОР»,Северный ,1,80.18,100.0,88.0,100.0,2387463596
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «МЕТРОПОЛИЯ»,Юго-Восточный ,7,80.18,100.0,88.0,100.0,2387463597
«РЭУ МЖК «ЗЕЛЕНОГРАД»,Зеленоградский ,1,80.18,100.0,100.0,99.95,2387463598
«СЕЛЕНА»,Юго-Западный ,2,80.18,100.0,95.0,99.98,2387463599
«ЮИТ-СЕРВИС»,"[Северный , Южный ]",2,80.18,100.0,100.0,99.96,2387463600
«УПРАВЛЯЮЩАЯ КОМПАНИЯ ОБЪЕКТ»,"[Северный , Юго-Восточный ]",2,80.17,100.0,90.0,99.98,2387463601
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «МОСКОМПЛЕКС»,"[Западный , Юго-Западный ]",2,80.17,100.0,93.0,99.97,2387463602
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «БОРИСОГЛЕБСКОЕ»,"[Новомосковский , Троицкий ]",4,80.17,100.0,84.0,100.0,2387463603
«ЖИЛИЩНИК РАЙОНА ЧЕРТАНОВО ЦЕНТРАЛЬНОЕ»,Южный ,121,80.15,102.1,50.0,98.0,2387463604
«СТЕЙТ»,Юго-Восточный ,1,80.15,100.0,100.0,99.87,2387463605
«КОНТИНЕНТАЛЬ СЕРВИС»,Северо-Западный ,7,80.14,100.0,100.0,99.86,2387463606
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «КВАРТАЛЫ НОВОЙ РИГИ»,Северо-Западный ,2,80.13,100.0,69.0,99.98,2387463607
«ПИК-КОМФОРТ»,"[Восточный , Западный , Зеленоградский , Северный , Северо-Восточный , Новомосковский , Троицкий , Центральный , Южный , Юго-Восточный , Юго-Западный ]",537,80.11,100.71,48.0,99.33,2387463608
«ФЛЭТ И КО»,"[Западный , Северо-Восточный , Северо-Западный , Юго-Восточный , Юго-Западный ]",9,80.11,99.93,92.0,99.89,2387463609
«ЖИЛИЩНИК РАЙОНА ЛЮБЛИНО»,Юго-Восточный ,421,80.1,101.43,75.0,98.45,2387463610
УК «АРГОНАВТО»,Северный ,55,80.1,102.27,93.0,97.52,2387463611
УПРАВЛЯЮЩАЯ КОМПАНИЯ «ЭГО-КОМФОРТ»,"[Северо-Восточный , Центральный ]",4,80.1,100.0,50.0,99.99,2387463612
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «ЛИЦА»,Северный ,2,80.1,100.0,50.0,99.99,2387463614
«УПРАВЛЯЮЩАЯ КОМПАНИЯ ГОРОДСКИЕ УСАДЬБЫ-ЮГ»,"[Восточный , Северный ]",2,80.1,100.0,50.0,100.0,2387463615
«СКАЙ МЕНЕДЖМЕНТ»,Западный ,1,80.1,100.0,50.0,99.99,2387463616
«СИТИ МЕНЕДЖМЕНТ»,"[Северный , Юго-Западный ]",2,80.1,100.0,50.0,99.99,2387463617
«СТАНДАРТ ЭКСПЛУАТАЦИЯ»,Юго-Западный ,4,80.1,100.0,50.0,99.99,2387463618
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «ЛЕГЕНДА ЦВЕТНОГО»,Центральный ,1,80.1,100.0,50.0,99.99,2387463619
«Р7 РЕЗИДЕНС»,Центральный ,8,80.1,100.0,50.0,99.99,2387463621
«ОНИКС»,Юго-Западный ,1,80.1,100.0,50.0,100.0,2387463622
«СМАРТ СИМВОЛ»,Юго-Восточный ,4,80.1,100.0,50.0,100.0,2387463623
«СМАРТ РАМЕНКИ»,Западный ,2,80.1,100.0,50.0,100.0,2387463624
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «МЕРКУРИЙ-ПОКРОВСКОЕ»,Северо-Западный ,1,80.1,100.0,50.0,100.0,2387463625
«ЛАЙФ-ВАРШАВСКАЯ»,Южный ,3,80.1,100.0,50.0,100.0,2387463626
МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ «ЖИЛИЩНИК МОСКОВСКИЙ»,"[Новомосковский , Троицкий ]",4,80.1,100.0,50.0,100.0,2387463627
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «ТАЛИСМАН»,Северный ,1,80.1,100.0,50.0,100.0,2387463628
«УПРАВЛЯЮЩАЯ КОМПАНИЯ ЯУЗА ПАРК»,Восточный ,1,80.1,100.0,50.0,100.0,2387463629
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «МЕДНЫЙ 3.14»,Центральный ,1,80.1,100.0,50.0,100.0,2387463630
«РД РЕЗИДЕНЦИЯ»,Южный ,1,80.1,100.0,50.0,100.0,2387463631
«ПРАЙМ ПАРК МЕНЕДЖМЕНТ»,Северный ,3,80.0,100.0,50.0,99.97,2387463632
«УПРАВЛЯЮЩАЯ КОМПАНИЯ ГРИНАДА»,Юго-Западный ,5,80.0,100.0,50.0,99.98,2387463633
«ПРЕМЬЕР-КОМФОРТ»,Северный ,2,80.0,100.0,50.0,99.98,2387463634
«АВТОМОБИЛЬНЫЕ ДОРОГИ ТРОИЦКОГО И НОВОМОСКОВСКОГО АДМИНИСТРАТИВНЫХ ОКРУГОВ ГОРОДА МОСКВЫ»,"[Новомосковский , Троицкий ]",9,80.0,100.0,71.0,99.87,2387463635
«УПРАВЛЯЮЩАЯ КОМПАНИЯ ГОРОДСКИЕ УСАДЬБЫ-ЦЕНТР»,"[Западный , Северный , Центральный ]",6,80.0,100.0,50.0,99.97,2387463636
«СЛУЖБА КОМФОРТА СМАЙНЭКС»,Центральный ,3,80.0,100.0,50.0,99.98,2387463637
«ПРИМА-МЕХ ЭКСПЛУАТАЦИЯ»,Восточный ,4,80.0,100.0,50.0,99.97,2387463638
ДЭЗ «СОДРУЖЕСТВО»,Юго-Западный ,4,80.0,100.0,50.0,99.98,2387463639
«ШАТЕР МЕНЕДЖМЕНТ»,"[Северный , Центральный ]",2,80.0,100.0,50.0,99.98,2387463640
«УПРАВЛЯЮЩАЯ КОМПАНИЯ СЕРВИС 24»,Северо-Восточный ,1,80.0,99.97,50.0,100.0,2387463641
«ЭЛЬПРО»,Юго-Западный ,1,80.0,100.0,50.0,99.97,2387463642
«СТЕЙТ СЕРВИС»,Центральный ,1,80.0,100.0,50.0,99.97,2387463643
«ЛАЙФ ЭКСПЛУАТАЦИЯ»,Северо-Западный ,1,80.0,100.0,50.0,99.97,2387463644
«ПИРС ФАСИЛИТИ МЕНЕДЖМЕНТ»,Южный ,2,80.0,100.0,50.0,99.97,2387463646
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «ВОРОБЬЕВ ДОМ»,Западный ,1,80.0,100.0,50.0,99.97,2387463647
«ЖИЛИЩНИК РАЙОНА ВОЙКОВСКИЙ»,Северный ,232,80.0,102.44,50.0,97.5,2387463648
«ЖИЛИЩНИК РАЙОНА КАПОТНЯ»,Юго-Восточный ,77,80.0,102.44,44.0,97.54,2387463649
«КОМФОРТ ЭНД ЮЗАБИЛИТИ КОМПАНИ»,"[Западный , Центральный ]",10,80.0,100.0,46.0,99.96,2387463650
«СИТИ 24»,"[Северо-Западный , Центральный , Юго-Восточный ]",5,80.0,100.0,92.0,99.73,2387463651
«АЛЬФА-СЕРВИС»,"[Центральный , Юго-Восточный ]",8,80.0,100.0,50.0,99.96,2387463652
«ПИОНЕР-СЕРВИС КУТУЗОВСКИЙ»,Западный ,9,80.0,100.0,44.0,99.99,2387463654
«УПРАВЛЯЮЩАЯ КОМПАНИЯ ДУБРОВКА»,"[Новомосковский , Троицкий ]",8,80.0,100.0,44.0,99.99,2387463655
«РОЗМАРИН»,Юго-Западный ,2,80.0,100.0,50.0,99.96,2387463656
УПРАВЛЯЮЩАЯ КОМПАНИЯ «ФРЕШ»,Южный ,4,80.0,100.0,38.0,100.0,2387463657
«ЮНИНЕТСЕРВИС»,Западный ,4,80.0,100.0,50.0,99.95,2387463659
«СМАРТ СТОЛИЦА»,Северо-Западный ,1,80.0,100.0,50.0,99.96,2387463660
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «ВНУКОВО СПОРТ ВИЛЛАДЖ»,"[Новомосковский , Троицкий ]",7,80.0,100.0,50.0,99.96,2387463661
«ЮНИ ПРЕМИУМ»,"[Западный , Центральный ]",3,80.0,100.0,79.0,99.81,2387463662
«МУЛЬТИСИСТЕМА СЕРВИС»,"[Северо-Восточный , Северо-Западный ]",2,80.0,100.0,50.0,99.95,2387463663
«КЭПИТАЛ ХАУС»,Центральный ,1,80.0,100.0,50.0,99.94,2387463664
«РЕЗИДЕНС МЕНЕДЖМЕНТ»,Западный ,1,80.0,100.0,50.0,99.94,2387463665
«ЭКСПЛУАТАЦИОННО-УПРАВЛЯЮЩАЯ КОМПАНИЯ «НАШ ДОМ»,"[Западный , Юго-Восточный , Юго-Западный ]",6,80.0,100.0,99.0,99.67,2387463666
«ИВ КОМ»,Западный ,3,80.0,100.0,50.0,99.93,2387463667
«БЬЕНГЕРЕР ГРУПП»,Центральный ,1,80.0,100.0,50.0,99.92,2387463668
