company,region,houses_count,points,satisfaction_level,reliability_level,violations_level,global_id
«УПРАВЛЯЮЩАЯ КОМПАНИЯ 1-ГО МИКРОРАЙОНА «УЮТНЫЙ ДОМ»,Троицкий ,42,81.48,106.0,0.0,97.69,1721300847
«ВСТ КОМ»,Юго-Восточный ,9,81.45,108.0,79.0,95.22,1721300849
«АБСОЛЮТ»,Троицкий ,2,81.39,104.0,0.0,99.47,1721300850
«ВЕЛЕС»,Центральный ,3,81.35,110.0,81.0,92.98,1721300851
«ЖИЛИЩНО-КОММУНАЛЬНЫЙ СЕРВИС»,"[Восточный , Юго-Восточный ]",5,81.34,104.0,0.0,99.36,1721300852
«УК ЭТАЛОН ЭКСПРЕСС»,"[Центральный , Северо-Восточный ]",4,81.34,108.0,0.0,95.34,1721300853
«УК КОМФОРТ»,Южный ,4,81.33,104.0,77.0,98.95,1721300854
«УК НОЯБРЬ»,Восточный ,2,81.3,103.24,0.0,100.0,1721300855
«ЖИЛИЩНО-ЭКСПЛУАТАЦИОННАЯ КОМПАНИЯ «КОМФОРТ»,Троицкий ,44,81.22,106.0,0.0,97.0,1721300856
«НОВАЯ НЕДВИЖИМОСТЬ»,Центральный ,1,81.2,104.0,20.0,98.91,1721300857
ГРУППА КОМПАНИЙ «ВАШЕ ПРАВО»,Троицкий ,5,81.1,104.0,0.0,98.74,1721300858
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «ОАЗИС»,Троицкий ,70,81.0,104.0,95.0,98.23,1721300860
«ЖИЛ-КОМФОРТ»,Троицкий ,20,81.0,106.0,0.0,96.69,1721300861
«ЖИЛСТАНДАРТ»,Центральный ,63,81.0,106.28,0.0,96.26,1721300862
«БЛОССОМ»,Юго-Западный ,2,81.0,102.0,100.0,100.0,1721300863
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «ПЛЮЩИХА»,Центральный ,1,81.0,102.0,100.0,100.0,1721300864
«УПРАВЛЯЮЩАЯ КОМПАНИЯ ЛАД»,Центральный ,2,81.0,102.0,100.0,100.0,1721300865
«УК РОМОС»,Троицкий ,2,80.97,102.0,84.0,100.0,1721300866
«АРБАТ-СЕРВИС»,Центральный ,7,80.96,110.0,0.0,92.4,1721300867
«СТЭП»,Центральный ,1,80.96,102.0,80.0,100.0,1721300868
«ЖИЛИЩНИК ВЫХИНО РАЙОНА «ВЫХИНО-ЖУЛЕБИНО»,Юго-Восточный ,193,80.94,105.57,0.0,96.79,1721300869
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «ЖИЛЭКОФОНД»,Северо-Восточный ,1,80.94,102.0,72.0,100.0,1721300871
"«ЭКСПЛУАТАЦИЯ, ТЕХОБСЛУЖИВАНИЕ, ЮРИДИЧЕСКАЯ ДЕЯТЕЛЬНОСТЬ»",Западный ,1,80.92,102.0,100.0,99.79,1721300872
«ЖС ФАСИЛИТИ МЕНЕДЖМЕНТ»,Центральный ,1,80.9,102.0,50.0,100.0,1721300873
«ГРАНДСТРОЙПРОЕКТ»,Западный ,1,80.9,106.0,77.0,95.86,1721300874
АКЦИОНЕРНОЕ ОБЩЕСТВО «ЭКСПЛУАТАЦИОННО-ТЕХНИЧЕСКАЯ КОМПАНИЯ № 1»,"[Западный , Центральный ]",3,80.89,102.0,96.0,99.75,1721300875
«ГЛАВСТРОЙ-ЭКСПЛУАТАЦИЯ»,"[Восточный , Западный , Северный , Северо-Восточный , Центральный , Юго-Западный ]",10,80.88,104.0,0.0,98.19,1721300876
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «СИТИ»,Центральный ,1,80.86,102.0,99.0,99.66,1721300877
ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО «ВЭЙНЕТТ ТРЭДИНГ»,Центральный ,1,80.86,102.0,28.999999999999996,100.0,1721300878
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «СЕРВИС-ГРУПП»,Центральный ,1,80.82,102.0,74.0,99.68,1721300879
«ДЕЛОВОЙ МИР»,Троицкий ,1,80.82,110.0,0.0,92.0,1721300880
«КОМФОРТ ЭНД ЮЗАБИЛИТИ КОМПАНИ»,"[Западный , Центральный ]",7,80.8,102.0,0.0,100.0,1721300881
«СМАРТ СЕВЕР-ЗАПАД»,"[Северный , Северо-Западный ]",8,80.8,102.0,0.0,100.0,1721300883
«ВЫМПЕЛ-ЭК»,Восточный ,4,80.8,102.0,0.0,100.0,1721300884
«УПРАВЛЯЮЩАЯ ОРГАНИЗАЦИЯ «ВАВИЛОВО»,Юго-Западный ,1,80.8,102.0,0.0,100.0,1721300885
АКЦИОНЕРНОЕ ОБЩЕСТВО «УПРАВЛЕНИЕ ПО ЭКСПЛУАТАЦИИ И РЕМОНТУ»,Центральный ,2,80.8,102.0,0.0,100.0,1721300886
«РЕМОНТНО-ЭКСПЛУАТАЦИОННАЯ КОМПАНИЯ № 2»,Центральный ,1,80.8,102.0,0.0,100.0,1721300887
«ЭКОИНВЕСТСТРОЙ»,Центральный ,1,80.8,102.0,0.0,100.0,1721300888
«ЭКСПЛУАТИРУЮЩАЯ ОРГАНИЗАЦИЯ - ДИРЕКЦИЯ ПО ЭКСПЛУАТАЦИИ ЗДАНИЙ»,Западный ,2,80.8,102.0,0.0,100.0,1721300889
«Б. ТИШИНСКИЙ-10»,Центральный ,1,80.8,102.0,0.0,100.0,1721300890
«СЕТИКО»,Юго-Западный ,1,80.8,102.0,0.0,100.0,1721300891
«ФМ-ИНЖИНИРИНГ»,Центральный ,2,80.8,102.0,0.0,100.0,1721300892
УПРАВЛЯЮЩАЯ КОМПАНИЯ ФИРМЫ «МЕМ»,Центральный ,1,80.8,102.0,0.0,100.0,1721300893
ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДА МОСКВЫ «ЦЕНТР УПРАВЛЕНИЯ ГОРОДСКИМ ИМУЩЕСТВОМ»,Центральный ,1,80.8,102.0,0.0,100.0,1721300895
«СГ СЕРВИС»,Центральный ,1,80.8,102.0,0.0,100.0,1721300896
УПРАВЛЯЮЩАЯ КОМПАНИЯ «ТРИУМФ ПАЛАС»,Северный ,1,80.78,101.94,0.0,100.0,1721300897
«НЕВСКИЙ-27»,Центральный ,1,80.78,102.0,100.0,99.46,1721300898
УПРАВЛЯЮЩАЯ КОМПАНИЯ «АЛЫЕ ПАРУСА»,Северо-Западный ,5,80.77,102.0,0.0,99.92,1721300899
«УПРАВЛЯЮЩАЯ КОМПАНИЯ СТРОЙЖИЛПРОФИ»,Западный ,5,80.76,102.0,0.0,99.91,1721300900
«РЕМОНТНО-ЭКСПЛУАТАЦИОННОЕ ПРЕДПРИЯТИЕ -10»,Юго-Западный ,11,80.76,107.11,78.0,94.39,1721300901
«КВАРТАЛ»,Северный ,2,80.75,102.0,82.0,99.47,1721300902
«УПРАВЛЯЮЩАЯ КОМПАНИЯ СТОЛИЦА-СИТИ»,Западный ,1,80.73,102.0,0.0,99.82,1721300903
«КОМФОРТНОЕ ЖИЛЬЕ»,Троицкий ,15,80.72,104.0,100.0,97.3,1721300904
«НОВАТОР»,"[Центральный , Юго-Западный ]",5,80.72,102.0,0.0,99.79,1721300906
ФИРМА «АСКЕТ»,Юго-Западный ,6,80.7,102.0,0.0,99.76,1721300907
«ФЛЭТ И КО»,"[Западный , Северо-Восточный , Северо-Западный , Центральный , Юго-Восточный , Юго-Западный ]",10,80.69,101.59,97.0,99.65,1721300908
УПРАВЛЯЮЩАЯ КОМПАНИЯ «ЛОГИСТИКА»,Центральный ,1,80.68,102.0,0.0,99.69,1721300909
«МС.СЕРВИС»,Северный ,6,80.68,102.0,100.0,99.19,1721300910
«СТРОЙГРАД»,Центральный ,1,80.65,102.0,87.0,99.18,1721300911
«ИНТОРГ»,Северо-Западный ,6,80.61,102.0,0.0,99.53,1721300912
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «ПОЛЯРИС»,"[Северо-Восточный , Зеленоградский , Троицкий ]",11,80.59,102.0,62.0,99.17,1721300913
«ОБЕРЕГ ЦЕНТР»,Западный ,1,80.58,102.0,0.0,99.46,1721300914
«ВОЛХОНКА»,Западный ,1,80.58,102.0,35.0,99.28,1721300915
«ВИКСЕР»,"[Центральный , Юго-Восточный ]",11,80.57,102.0,0.0,99.43,1721300916
УПРАВЛЯЮЩАЯ КОМПАНИЯ «СД СЕРВИС»,Троицкий ,29,80.55,106.0,0.0,95.38,1721300918
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «БОРОДИНО»,Западный ,2,80.55,102.0,0.0,99.37,1721300919
«МИНДОВГ»,Северный ,2,80.54,102.0,0.0,99.36,1721300920
АКЦИОНЕРНОЕ ОБЩЕСТВО «ДЕКРА-СТРОЙЭКСПЛУАТАЦИЯ»,Центральный ,2,80.53,102.0,0.0,99.32,1721300921
«ЭКСПЛУАТИРУЮЩАЯ КОМПАНИЯ «ГОРОДСКИЕ УСАДЬБЫ»,"[Западный , Северный , Северо-Западный , Центральный , Южный ]",10,80.52,101.66,84.0,99.21,1721300922
«ДОМОУПРАВЛЕНИЕ»,Восточный ,6,80.5,103.25,80.0,97.6,1721300923
«1802-НАШ ДОМ»,Зеленоградский ,1,80.5,102.0,0.0,99.25,1721300924
«НЕГА»,Юго-Западный ,5,80.48,101.67,0.0,99.53,1721300925
«ЖКХ КИЕВСКИЙ»,Троицкий ,30,80.47,106.0,0.0,95.18,1721300926
«МОСДОМ»,"[Восточный , Северный ]",3,80.46,103.28,0.0,97.88,1721300927
ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО «ГАЗПРОМ»,Юго-Западный ,1,80.44,102.0,94.0,98.62,1721300929
«КП-9-2»,Центральный ,1,80.44,102.0,99.0,98.6,1721300930
НЕПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО «ЖИЛИЩНИК НОВОМОСКОВСКИЙ»,Троицкий ,20,80.42,102.0,0.0,99.0,1721300931
«СОЛЯРИС»,Юго-Западный ,6,80.42,102.0,0.0,99.0,1721300932
«ОРИОН ГРУПП»,Юго-Западный ,1,80.4,102.0,0.0,99.0,1721300933
«ВЕРТИКАЛЬ»,Троицкий ,1,80.37,102.0,86.0,98.49,1721300934
«МЕГАСИТИСЕРВИС»,Западный ,2,80.36,102.0,0.0,98.91,1721300935
«СЕРВИС»,Западный ,8,80.34,102.0,0.0,98.85,1721300936
УПРАВЛЯЮЩАЯ КОМПАНИЯ «ДОМА МОСКВЫ»,Восточный ,4,80.3,105.77,0.0,94.97,1721300937
«РОМАНЦОВ СЕРВИС»,Центральный ,1,80.3,102.0,0.0,98.75,1721300938
«ЖИЛСТРОЙСЕРВИС»,Центральный ,18,80.28,105.71,0.0,94.98,1721300939
УПРАВЛЯЮЩАЯ КОМПАНИЯ «СВИТХОМ»,"[Западный , Южный , Юго-Западный , Троицкий ]",49,80.27,102.0,0.0,98.67,1721300941
«ФОРТЪ»,Западный ,6,80.25,101.37,0.0,99.25,1721300942
«ЭКСПЛУАТАЦИОННО-УПРАВЛЯЮЩАЯ КОМПАНИЯ « ЖИЛЫЕ КВАРТАЛЫ»,"[Северо-Западный , Южный ]",2,80.2,100.0,100.0,100.0,1721300943
«СТЕЙТ»,Юго-Восточный ,1,80.2,100.0,100.0,100.0,1721300944
«УПРАВЛЯЮЩАЯ КОМПАНИЯ ИНСАЙТ»,Западный ,1,80.2,100.0,100.0,100.0,1721300945
«УПРАВЛЯЮЩАЯ КОМПАНИЯ ПОЛЯНКА/44»,Центральный ,1,80.2,100.0,100.0,100.0,1721300946
«УПРАВЛЯЮЩАЯ КОМПАНИЯ АЙЭМ»,Центральный ,1,80.2,100.0,100.0,100.0,1721300947
«АВТОМОБИЛЬНЫЕ ДОРОГИ ТРОИЦКОГО И НОВОМОСКОВСКОГО АДМИНИСТРАТИВНЫХ ОКРУГОВ ГОРОДА МОСКВЫ»,Троицкий ,2,80.19,100.0,94.0,100.0,1721300948
«ЮИТ-СЕРВИС»,Северный ,1,80.19,100.0,97.0,100.0,1721300949
«СВИТХОМ РЕГИОН»,Троицкий ,50,80.18,102.0,0.0,98.46,1721300950
«СИТИ ЛИДЕР»,Южный ,3,80.18,100.0,88.0,100.0,1721300952
«АВЕНТА ИНЖИНИРИНГ»,Юго-Западный ,1,80.18,100.0,88.0,100.0,1721300953
«СЕЛЕНА»,Юго-Западный ,1,80.18,100.0,90.0,100.0,1721300954
«УПРАВЛЯЮЩАЯ КОМПАНИЯ ВЕРДЕКАСА»,Юго-Западный ,3,80.17,100.0,87.0,100.0,1721300955
МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ПО СОДЕРЖАНИЮ И РЕМОНТУ ДОРОГ МЕСТНОГО ЗНАЧЕНИЯ И БЛАГОУСТРОЙСТВУ ГОРОДСКОГО ОКРУГА «ДОРОЖНОЕ ХОЗЯЙСТВО И БЛАГОУСТРОЙСТВО»,Троицкий ,19,80.17,104.0,50.0,96.18,1721300956
«ЮНИ ПРЕМИУМ»,"[Западный , Центральный ]",2,80.17,100.0,85.0,100.0,1721300957
«ОПЕРАТОР ЖКХ»,Центральный ,1,80.17,100.0,86.0,100.0,1721300958
«СК-СЕРВИС»,Южный ,1,80.16,100.0,79.0,100.0,1721300959
УК «ДОМКОМ-ИЗУМРУД»,Троицкий ,23,80.16,100.0,100.0,99.89,1721300960
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «СОЦБЫТ»,Западный ,6,80.16,108.0,0.0,92.4,1721300961
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «СПРУТ»,Южный ,1,80.16,100.0,81.0,100.0,1721300963
«УПРАВЛЯЮЩАЯ КОМПАНИЯ ЩЕРБИНКА»,Троицкий ,1,80.16,100.0,78.0,100.0,1721300964
«МОСКОВСКАЯ ИНЖЕНЕРНАЯ ГРУППА»,Восточный ,3,80.15,100.0,73.0,100.0,1721300965
«РЭУ МЖК «ЗЕЛЕНОГРАД»,Зеленоградский ,1,80.15,100.0,98.0,99.89,1721300966
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «МОСКОМПЛЕКС»,"[Западный , Юго-Западный ]",2,80.14,99.87,95.0,100.0,1721300967
«АЛЬТЕРНАТИВНЫЕ СИСТЕМЫ ДЕЛЮКС»,"[Западный , Северо-Западный ]",2,80.14,102.0,0.0,98.35,1721300968
УПРАВЛЯЮЩАЯ КОМПАНИЯ «УНИВЕРСАЛЬНЫЙ СЕРВИС МЕРИДИАН»,Юго-Восточный ,1,80.13,100.0,64.0,100.0,1721300969
«МСК-ГРУПП»,"[Северный , Северо-Западный , Юго-Восточный ]",6,80.12,100.0,100.0,99.79,1721300970
ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО «ЭКСПЛУАТАЦИОННАЯ КОМПАНИЯ ТСЖ»,"[Южный , Юго-Восточный ]",5,80.12,102.0,0.0,98.29,1721300971
ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО «РЕМОНТНО-ЭКСПЛУАТАЦИОННОЕ ПРЕДПРИЯТИЕ №52 ЗАПАДНОГО АДМИНИСТРАТИВНОГО ОКРУГА»,Западный ,2,80.11,102.0,78.0,97.89,1721300972
«ЭКСПЛУАТАЦИОННО-УПРАВЛЯЮЩАЯ КОМПАНИЯ «НАШ ДОМ»,"[Западный , Юго-Восточный , Юго-Западный ]",7,80.0,100.0,100.0,99.72,1721300974
МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ «УПРАВЛЯЮЩАЯ КОМПАНИЯ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА ПОСЕЛЕНИЯ МОСРЕНТГЕН»,Троицкий ,19,80.0,106.0,72.0,93.84,1721300975
«БРЕСТРОП»,Западный ,2,80.0,100.0,35.0,100.0,1721300976
«ЖИЛИЩНЫЙ СЕРВИС»,"[Троицкий , Северо-Западный ]",19,80.0,100.0,98.0,99.63,1721300977
«СИТИ 24»,"[Центральный , Юго-Восточный ]",4,80.0,100.0,85.0,99.71,1721300978
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «КВАРТАЛЫ НОВОЙ РИГИ»,Северо-Западный ,1,80.0,100.0,88.0,99.69,1721300979
«УПРАВЛЯЮЩАЯ КОМПАНИЯ РЕМОНТНО-ЭКСПЛУАТАЦИОННОЕ УПРАВЛЕНИЕ № 53»,Северный ,12,80.0,104.0,0.0,96.1,1721300980
«УК ГРАНД»,Южный ,7,80.0,100.0,86.0,99.64,1721300981
«УК ВИТЯЗЬ»,Юго-Восточный ,1,80.0,100.0,70.0,99.72,1721300982
«ВИСКАН»,Северный ,8,80.0,100.97,0.0,99.0,1721300983
«УК СК»,Юго-Западный ,1,80.0,99.54,100.0,100.0,1721300985
УПРАВЛЯЮЩАЯ КОМПАНИЯ «ЗАПАД СЕРВИС»,Западный ,5,80.0,102.0,0.0,98.0,1721300986
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «ЛИЦА»,Северный ,2,80.0,100.0,0.0,100.0,1721300987
«УПРАВЛЯЮЩАЯ КОМПАНИЯ ГРИНАДА»,Юго-Западный ,5,80.0,100.0,100.0,99.5,1721300988
«УПРАВЛЯЮЩАЯ КОМПАНИЯ ЖК СТРОГИНСКИЙ»,Северо-Западный ,7,80.0,100.0,0.0,100.0,1721300989
«КОНТИНЕНТАЛЬ СЕРВИС»,Северо-Западный ,3,80.0,100.0,100.0,99.5,1721300990
«УПРАВЛЯЮЩАЯ КОМПАНИЯ ДУБРОВКА»,Троицкий ,6,80.0,100.0,0.0,100.0,1721300991
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «ЛЕГЕНДА ЦВЕТНОГО»,Центральный ,1,80.0,100.0,0.0,100.0,1721300992
«ПИОНЕР-СЕРВИС КУТУЗОВСКИЙ»,Западный ,4,80.0,100.0,0.0,100.0,1721300993
«ПИОНЕР-СЕРВИС КОМ»,Северо-Восточный ,1,80.0,100.0,0.0,100.0,1721300994
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «ПРЕМЬЕР»,Северный ,1,80.0,100.0,0.0,100.0,1721300996
«ПРЕМЬЕР-КОМФОРТ»,Северный ,1,80.0,100.0,0.0,100.0,1721300997
«ЛАЙФ-КУТУЗОВСКИЙ»,Западный ,4,80.0,100.0,0.0,100.0,1721300998
«АТЛАС»,"[Северный , Северо-Восточный , Зеленоградский ]",4,80.0,100.0,0.0,100.0,1721300999
«КОНСТАНТА»,Восточный ,1,80.0,100.0,0.0,100.0,1721301000
«СМАРТ СТОЛИЦА»,Северо-Западный ,1,80.0,100.0,0.0,100.0,1721301001
«УК НЕВЕРЛЕНД»,Юго-Восточный ,1,80.0,100.0,0.0,100.0,1721301002
«ФРИСЛАНД»,Центральный ,2,80.0,100.0,0.0,100.0,1721301003
«ВРЕМЕНА ГОДА»,Северо-Восточный ,1,80.0,100.0,0.0,100.0,1721301004
«РЕЗИДЕНС МЕНЕДЖМЕНТ»,Западный ,1,80.0,100.0,0.0,100.0,1721301005
«КРАУН УПРАВЛЕНИЕ И ЭКСПЛУАТАЦИЯ»,Центральный ,2,80.0,100.0,0.0,100.0,1721301006
«УПРАВЛЯЮЩАЯ КОМПАНИЯ ЛИРАХАУЗ 24»,Троицкий ,1,80.0,100.0,0.0,100.0,1721301008
«ЛАЙФ-БОТАНИЧЕСКИЙ САД»,Северо-Восточный ,1,80.0,100.0,0.0,100.0,1721301009
«ДОМКОМ»,Троицкий ,1,80.0,100.0,0.0,100.0,1721301010
«УПРАВЛЯЮЩАЯ КОМПАНИЯ ЛЕСНЫЕ ПОЛЯНЫ»,Троицкий ,1,80.0,100.0,0.0,100.0,1721301011
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «ВНУКОВО СПОРТ ВИЛЛАДЖ»,Троицкий ,1,80.0,100.0,0.0,100.0,1721301012
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «БРОД-КОМФОРТ»,Троицкий ,10,79.98,102.0,0.0,97.96,1721301013
«МД СЕРВИС»,Западный ,1,79.98,100.0,69.0,99.6,1721301014
