company,region,houses_count,points,satisfaction_level,reliability_level,violations_level,global_id
«СМАРТ ЦЕНТР»,Центральный ,8,79.97,99.95,0.0,99.97,1721301015
«МАСТЕРПРОФ»,"[Центральный , Южный ]",3,79.97,100.0,0.0,99.93,1721301016
«УК АЛЬЯНС»,Троицкий ,3,79.96,100.0,0.0,99.89,1721301017
«РОЗМАРИН»,Юго-Западный ,2,79.96,100.0,0.0,99.89,1721301019
«УК РЕСПЕКТ СЕРВИС»,Троицкий ,11,79.96,100.0,0.0,99.9,1721301020
«СЕРЕБРЯНЫЙ КЛЮЧ»,Западный ,2,79.96,99.68,100.0,99.72,1721301021
«СТЕЙТ СЕРВИС»,Центральный ,1,79.96,100.0,0.0,99.91,1721301022
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «ИМПЕРСКИЙ ДОМ»,Центральный ,1,79.96,100.0,0.0,99.89,1721301023
«СЛУЖБА КОМФОРТА СМАЙНЭКС»,Центральный ,3,79.95,100.0,0.0,99.87,1721301024
«УЮТДОМСЕРВИС»,Центральный ,1,79.95,110.0,99.0,89.38,1721301025
«УК АДМИРАЛ»,Троицкий ,3,79.94,100.0,0.0,99.86,1721301026
АКЦИОНЕРНОЕ ОБЩЕСТВО «СПЕЦИАЛИЗИРОВАННОЕ ОТДЕЛОЧНОЕ УПРАВЛЕНИЕ № 2»,Западный ,4,79.94,100.0,100.0,99.36,1721301027
«ГАРДЕН ПАРК»,Троицкий ,1,79.94,100.0,0.0,99.84,1721301028
«ЮИТ СИТИСЕРВИС»,Южный ,1,79.94,100.0,0.0,99.85,1721301030
«ДИРЕКЦИЯ ПО УПРАВЛЕНИЮ МНОГОКВАРТИРНЫМИ ДОМАМИ»,Троицкий ,29,79.93,100.0,81.0,99.43,1721301031
ГРУППА КОМПАНИЙ «ДОС»,"[Юго-Восточный , Зеленоградский ]",7,79.93,99.83,0.0,100.0,1721301032
«СТРОЙСИТИ»,Центральный ,1,79.93,100.0,92.0,99.36,1721301033
«СИТИ МЕНЕДЖМЕНТ»,"[Северный , Юго-Западный ]",2,79.92,100.0,0.0,99.8,1721301034
«Р7 РЕЗИДЕНС»,Центральный ,8,79.92,100.0,0.0,99.8,1721301035
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «РИССЕРВИС»,Троицкий ,4,79.92,100.0,0.0,99.79,1721301036
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «ВОРОБЬЕВ ДОМ»,Западный ,1,79.92,100.0,0.0,99.8,1721301037
«БАЗИС»,"[Западный , Центральный ]",23,79.91,102.0,0.0,97.77,1721301038
«ЭКО-ЭКСПЛУАТАЦИЯ»,"[Западный , Центральный , Южный ]",4,79.91,100.0,95.0,99.29,1721301039
«АКВАГРАД»,Юго-Восточный ,4,79.91,102.0,0.0,97.77,1721301041
«БЬЕНГЕРЕР ГРУПП»,Центральный ,1,79.91,100.0,0.0,99.77,1721301042
«КОМПАНИЯ «РЕМСТРОЙСЕРВИС»,Юго-Западный ,3,79.9,100.94,0.0,98.8,1721301043
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «ШИШКИН ЛЕС»,Троицкий ,103,79.89,106.0,0.0,93.73,1721301044
«УК-ИНЖИНИРИНГ»,Северный ,2,79.89,100.0,0.0,99.72,1721301045
«СМАРТ ЗАПАД»,Западный ,3,79.88,99.96,0.0,99.75,1721301046
«ЭТАЛОН-ПРОГРЕСС»,"[Восточный , Северо-Восточный , Юго-Восточный ]",3,79.88,100.0,0.0,99.71,1721301047
«СТАНДАРТ ЭКСПЛУАТАЦИЯ»,Юго-Западный ,4,79.88,100.0,0.0,99.69,1721301048
«ПРИМА-МЕХ ЭКСПЛУАТАЦИЯ»,Восточный ,4,79.88,100.0,0.0,99.71,1721301049
«ЕДС-ВОСТОК»,Северный ,2,79.88,102.0,0.0,97.69,1721301050
«АЛЬФА-СЕРВИС»,"[Центральный , Юго-Восточный ]",7,79.87,100.0,0.0,99.68,1721301052
«ДЭЗИС»,"[Северо-Западный , Троицкий ]",147,79.86,102.0,0.0,97.66,1721301053
«ГАЛЕКС»,Юго-Восточный ,6,79.86,99.19,90.0,100.0,1721301054
«УК БЛИЖНИЕ ДАЧИ»,Западный ,5,79.86,102.0,100.0,97.16,1721301055
«ЛАЙФ ЭКСПЛУАТАЦИЯ»,Северо-Западный ,1,79.86,100.0,0.0,99.64,1721301056
«СКИФ ИНЖИНИРИНГ»,Центральный ,1,79.86,100.0,0.0,99.65,1721301057
«УПРАВЛЯЮЩАЯ КОМПАНИЯ АВТОГРАФ»,Северо-Восточный ,2,79.85,100.0,0.0,99.63,1721301058
«УПРАВЛЯЮЩАЯ КОМПАНИЯ ГОВОРОВО»,Троицкий ,3,79.84,100.0,0.0,99.6,1721301059
ДЭЗ «СОДРУЖЕСТВО»,Юго-Западный ,4,79.84,100.0,0.0,99.59,1721301060
«ЮНИСЕРВИС»,"[Восточный , Западный , Северо-Восточный , Северо-Западный , Центральный , Южный ]",28,79.83,100.0,85.0,99.15,1721301061
«ИВКО-2000« ЭКСПЛУАТАЦИЯ НЕДВИЖИМОСТИ»,"[Западный , Юго-Западный ]",6,79.83,100.0,0.0,99.57,1721301063
«УПРАВЛЯЮЩАЯ ОРГАНИЗАЦИЯ МИКРОРАЙОНА «РОДНИКИ»,Троицкий ,3,79.83,102.0,0.0,97.57,1721301064
«УПРАВЛЯЮЩАЯ КОМПАНИЯ ТЕРМОИНЖСЕРВИС»,Троицкий ,10,79.82,100.0,50.0,99.29,1721301065
«БОТАНИЧЕСКИЙ САД-1 СЕРВИС»,Северо-Восточный ,2,79.82,100.0,0.0,99.55,1721301066
УПРАВЛЯЮЩАЯ КОМПАНИЯ «ЭГО-КОМФОРТ»,"[Центральный , Северо-Восточный ]",3,79.82,100.0,0.0,99.56,1721301067
«МОНАРХ-СЕРВИС»,"[Центральный , Западный , Северо-Западный ]",22,79.81,100.0,0.0,99.52,1721301068
«ВЕТЕР ПЕРЕМЕН»,Троицкий ,3,79.81,100.0,0.0,99.52,1721301069
«ЭЛЬПРО»,Юго-Западный ,1,79.81,100.0,0.0,99.53,1721301070
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «ШТАТ 18»,Восточный ,2,79.8,100.0,0.0,99.49,1721301071
«УПРАВЛЯЮЩАЯ КОМПАНИЯ КОМФОРТ СИТИ»,Троицкий ,115,79.78,100.0,0.0,99.46,1721301072
«ОЛСТРИМ»,Центральный ,1,79.78,102.0,0.0,97.44,1721301073
«УПРАВЛЯЮЩАЯ КОМПАНИЯ СРЕДА»,Юго-Восточный ,4,79.77,99.18,100.0,99.75,1721301075
АКЦИОНЕРНОЕ ОБЩЕСТВО «ТРОИЦКАЯ КОММУНАЛЬНАЯ СЛУЖБА»,Троицкий ,31,79.74,102.0,50.0,97.11,1721301076
«ТЕХНОСЕРВИС»,Восточный ,1,79.74,100.0,0.0,99.36,1721301077
«ШАТЕР МЕНЕДЖМЕНТ»,"[Центральный , Северный ]",2,79.73,100.0,0.0,99.33,1721301078
«КВАДР-М»,Юго-Восточный ,14,79.72,100.3,0.0,98.99,1721301079
«ТСЖ СТОЛИЦА»,"[Центральный , Северный , Восточный , Южный , Юго-Западный ]",10,79.69,99.49,0.0,99.74,1721301080
«ПИОНЕР-СЕРВИС БОТАНИЧЕСКИЙ САД»,Северо-Восточный ,7,79.69,100.0,0.0,99.22,1721301082
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «ВОСТОЧНЫЙ»,Троицкий ,1,79.69,100.0,0.0,99.23,1721301083
«УПРАВЛЯЮЩАЯ КОМПАНИЯ ТАТЬЯНИН ПАРК»,Троицкий ,14,79.68,100.0,0.0,99.19,1721301084
«ЖИЛИЩНО-КОММУНАЛЬНОЕ УПРАВЛЕНИЕ «ПЛЮС»,Юго-Западный ,6,79.67,100.0,100.0,98.67,1721301085
«СХОДНЕНСКАЯ-1»,Северо-Западный ,5,79.67,100.0,0.0,99.18,1721301086
«СУММА ТЕХНОЛОГИЙ»,"[Центральный , Западный , Северо-Восточный ]",5,79.66,100.0,0.0,99.15,1721301088
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «ЖИЛСЕРВИС-РОДНИКИ»,Троицкий ,3,79.66,100.0,0.0,99.16,1721301089
«ПИОНЕР-СЕРВИС МИТИНО-ПАРК»,Северо-Западный ,4,79.64,99.11,0.0,100.0,1721301090
«ДОМОПРАВИТЕЛЬ»,"[Центральный , Троицкий ]",4,79.64,100.0,0.0,99.1,1721301091
«РЕСПЕКТ КОМФОРТ»,"[Северо-Восточный , Северо-Западный ]",8,79.63,100.0,0.0,99.0,1721301092
«ИВ КОМ»,Западный ,3,79.63,100.0,0.0,99.0,1721301093
«ЮНИНЕТСЕРВИС»,Западный ,4,79.63,100.0,0.0,99.0,1721301094
«ПИРС ФАСИЛИТИ МЕНЕДЖМЕНТ»,Южный ,2,79.63,100.0,0.0,99.0,1721301095
УПРАВЛЯЮЩАЯ КОМПАНИЯ «ГОРОД-ПАРК»,Южный ,2,79.63,102.0,0.0,97.0,1721301096
«УПРАВЛЯЮЩАЯ ЭКСПЛУАТАЦИОННАЯ КОМПАНИЯ»,Троицкий ,5,79.62,100.0,0.0,99.0,1721301097
«ПЛАТАН»,Центральный ,1,79.62,100.0,0.0,99.0,1721301098
ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО «СТРОЙИНВЕСТ»,Центральный ,1,79.62,100.0,0.0,99.0,1721301100
«МУЛЬТИСИСТЕМА СЕРВИС»,"[Северо-Восточный , Северо-Западный ]",2,79.59,100.0,0.0,98.97,1721301101
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «НИКА»,"[Центральный , Юго-Западный ]",3,79.59,100.0,67.0,98.64,1721301102
АКЦИОНЕРНОЕ ОБЩЕСТВО «ЖИЛЦЕНТР СК»,"[Западный , Юго-Восточный ]",17,79.58,100.52,0.0,98.42,1721301103
«УПРАВЛЯЮЩАЯ КОМПАНИЯ ГЛОБУС»,Троицкий ,10,79.58,100.0,0.0,98.94,1721301104
«СДС»,Западный ,1,79.58,100.0,59.0,98.66,1721301105
«ВЕСТА ЭСТЕЙТ»,Центральный ,1,79.58,100.0,0.0,98.95,1721301106
«ХАУСМАСТЕР24»,Троицкий ,11,79.56,100.0,0.0,98.89,1721301107
«УПРАВЛЯЮЩАЯ КОМПАНИЯ ТИС1»,Троицкий ,5,79.55,100.0,0.0,98.88,1721301108
«ЦЕППЕЛИН. ПРОПЕРТИ МЕНЕДЖМЕНТ»,Восточный ,1,79.55,100.0,0.0,98.88,1721301109
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «ЖИЛИЩНИК»,Западный ,4,79.53,99.51,0.0,99.32,1721301110
«СИТИ-СЕРВИС»,Северо-Восточный ,3,79.51,99.44,0.0,99.33,1721301112
«ВЫСОТА-СЕРВИС»,"[Центральный , Западный ]",2,79.51,100.0,0.0,98.77,1721301113
«КАЛИПСО»,Троицкий ,1,79.51,100.0,0.0,98.78,1721301114
«А101-КОМФОРТ»,Троицкий ,58,79.5,100.0,0.0,98.76,1721301115
«УПРАВЛЯЮЩАЯ КОМПАНИЯ СИРИУС»,"[Северо-Восточный , Троицкий ]",6,79.5,98.98,68.0,99.43,1721301116
«МАТОРИН - РЕГИОНАЛЬНАЯ УПРАВЛЯЮЩАЯ КОМПАНИЯ»,Западный ,3,79.46,99.64,48.0,98.77,1721301117
«АКАДЕМСЕРВИС»,Троицкий ,7,79.44,100.0,0.0,98.6,1721301118
«СОЮЗ-МОСКОВСКИЙ»,Троицкий ,17,79.43,100.0,0.0,98.57,1721301119
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «АКМА»,Северный ,1,79.4,102.0,0.0,96.51,1721301120
«СМАРТ ВОСТОК»,"[Восточный , Юго-Восточный ]",11,79.39,98.59,0.0,99.89,1721301121
УК «НОВАЯ ЗВЕЗДА»,Троицкий ,4,79.38,100.0,0.0,98.46,1721301123
«УК МАРКОВЕЙ»,Юго-Западный ,4,79.36,100.0,0.0,98.4,1721301124
«СЕРВИСГРАД»,"[Центральный , Северный , Северо-Восточный , Западный , Зеленоградский , Южный , Юго-Восточный , Юго-Западный ]",41,79.35,99.29,0.0,99.0,1721301125
«РЕСТАВРАЦИЯ-Н+»,Центральный ,4,79.34,98.73,0.0,99.62,1721301126
«СЕРВИССТРОЙЭКСПЛУАТАЦИЯ»,Южный ,1,79.34,100.0,0.0,98.36,1721301127
«УК СТАНДАРТ КАЧЕСТВА»,Северный ,3,79.34,100.0,76.0,97.96,1721301128
«КОЛОКСА»,Троицкий ,4,79.31,100.0,0.0,98.27,1721301129
ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО «РЕМОНТНО-ЭКСПЛУАТАЦИОННОЕ УПРАВЛЕНИЕ №20 РАЙОНА «СОКОЛИНАЯ ГОРА»,Восточный ,92,79.29,99.81,0.0,98.42,1721301130
УПРАВЛЯЮЩАЯ КОМПАНИЯ ДИРЕКЦИЯ ЭКСПЛУАТАЦИИ ЗДАНИЙ «ГОЛОВИНСКИЙ»,Северный ,48,79.28,101.16,0.0,97.0,1721301131
«РИВЕР ПАРК ПРОПЕРТИ МЕНЕДЖМЕНТ»,Южный ,4,79.27,100.0,0.0,98.18,1721301132
«РИК»,Троицкий ,7,79.26,100.0,0.0,98.15,1721301133
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «ГАРАНТ»,Центральный ,4,79.23,99.85,0.0,98.23,1721301135
«ТЕХНЭКС»,Юго-Западный ,1,79.22,98.33,0.0,99.72,1721301136
«ВСЕ РАБОТАЕТ»,Южный ,1,79.2,100.0,0.0,98.0,1721301137
УПРАВЛЯЮЩАЯ КОМПАНИЯ «ПЕНТА»,Северо-Восточный ,2,79.2,99.15,0.0,98.84,1721301138
УПРАВЛЯЮЩАЯ КОМПАНИЯ «ПРОМЕТЕЙ»,Троицкий ,5,79.17,100.0,0.0,97.93,1721301139
«ЖИЛИЩНИК РАЙОНА ЦАРИЦЫНО»,Южный ,334,79.14,99.68,0.0,98.18,1721301140
«НВ-СЕРВИС»,Троицкий ,104,79.14,100.0,0.0,97.84,1721301141
«ЖИЛИЩНИК ЗЕЛЕНОГРАДСКОГО АДМИНИСТРАТИВНОГО ОКРУГА»,Зеленоградский ,477,79.13,100.4,0.0,97.42,1721301142
«СЕРЕБРЯНЫЙ КВАРТЕТ-3»,"[Северо-Западный , Юго-Западный ]",4,79.11,98.26,0.0,99.51,1721301143
«САМОЛЕТ-СЕРВИС»,Троицкий ,19,79.0,100.0,0.0,97.72,1721301144
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «МУНИЦИПАЛЬНЫЕ ДОМА»,Юго-Восточный ,9,79.0,100.87,0.0,96.86,1721301145
УПРАВЛЯЮЩАЯ КОМПАНИЯ «УЮТ»,Зеленоградский ,3,79.0,100.0,93.0,97.18,1721301147
«ЖИЛКОМУПРАВЛЕНИЕ»,Троицкий ,4,79.0,108.0,85.0,89.23,1721301148
«ЛЮКС СЕРВИС»,"[Западный , Северо-Восточный ]",5,79.0,100.0,0.0,97.59,1721301149
«СТРОИТЕЛЬНО - ЭКСПЛУАТАЦИОННОЕ УПРАВЛЕНИЕ «ФУНДАМЕНТСТРОЙ - 6»,"[Центральный , Северный , Северо-Западный , Южный ]",60,78.98,98.78,0.0,98.68,1721301150
«ЖИЛИЩНИК РАЙОНА ДОРОГОМИЛОВО»,Западный ,129,78.97,100.47,0.0,96.95,1721301151
«ПРОГРЕСС +»,Северо-Восточный ,2,78.95,100.66,0.0,96.71,1721301152
УПРАВЛЯЮЩАЯ КОМПАНИЯ «АТРИУМ»,Троицкий ,86,78.94,102.0,0.0,95.34,1721301153
«ГРАНЕЛЬЖКХ»,Троицкий ,3,78.89,100.0,0.0,97.22,1721301154
«ИВУШКА»,Северный ,37,78.88,100.0,0.0,97.13,1721301155
«УПРАВЛЯЮЩАЯ КОМПАНИЯ ЖИЛИЩНИК СТОЛИЦА»,Южный ,6,78.88,98.13,0.0,99.0,1721301156
«СИСТЕМА ПЛЮС»,"[Западный , Южный ]",11,78.87,97.39,0.0,99.79,1721301158
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «ПИОНЕР-СЕРВИС»,Юго-Западный ,3,78.86,100.0,0.0,97.14,1721301159
«КОМПЛЕКСНОЕ ОБСЛУЖИВАНИЕ РАЙОНА»,Северо-Восточный ,32,78.81,99.0,0.0,97.98,1721301160
«ЖИЛИЩНАЯ УПРАВЛЯЮЩАЯ КОМПАНИЯ»,Троицкий ,4,78.81,100.0,0.0,97.0,1721301161
«УПРАВЛЯЮЩАЯ КОМПАНИЯ НОВАЯ ТЕРРИТОРИЯ»,Троицкий ,26,78.78,110.0,0.0,86.96,1721301162
«ЖИЛИЩНИК РАЙОНА ПРЕОБРАЖЕНСКОЕ»,Восточный ,96,78.76,99.72,0.0,97.17,1721301163
«АРТИНЖСТРОЙ»,Южный ,3,78.76,98.7,0.0,98.2,1721301164
«ГИЛЬДИЯ МАСТЕРОВ»,Троицкий ,2,78.74,100.0,0.0,96.84,1721301165
«РЕМОНТНО-ЭКСПЛУАТАЦИОННОЕ УПРАВЛЕНИЕ 29 РАЙОНА ВОСТОЧНОЕ ИЗМАЙЛОВО»,Восточный ,42,78.68,100.18,0.0,96.53,1721301166
«УПРАВЛЯЮЩАЯ КОМПАНИЯ ЖК-СЕРВИС С»,Восточный ,1,78.67,99.47,0.0,97.2,1721301167
«УПРАВЛЯЮЩАЯ КОМПАНИЯ ДЕЗ РАЙОНА ДМИТРОВСКИЙ»,Северный ,1,78.66,108.0,0.0,88.66,1721301169
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «ФЕНИКС»,Северо-Восточный ,11,78.62,97.42,0.0,99.12,1721301170
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «МАСТЕР ЖКХ»,Юго-Восточный ,26,78.59,96.59,96.0,99.4,1721301171
«УК ОКТЯБРЬ»,Юго-Восточный ,10,78.5,95.9,98.0,99.85,1721301172
«ЖКХ-СЕВЕР»,Северный ,25,78.47,97.33,0.0,98.84,1721301173
УК «УЮТНЫЙ КВАРТАЛ»,Северо-Западный ,7,78.46,97.0,0.0,99.16,1721301174
«ПРОФНОВАЦИИ»,"[Центральный , Южный ]",29,78.46,102.63,0.0,93.51,1721301175
«ЖИЛИЩНИК ПРЕСНЕНСКОГО РАЙОНА»,Центральный ,518,78.45,99.46,80.0,96.26,1721301176
«БЭСТ СЕРВИС»,"[Западный , Южный ]",5,78.42,100.0,0.0,96.0,1721301177
ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ «ЦЕНТРАЛЬНОЕ ЖИЛИЩНО-КОММУНАЛЬНОЕ УПРАВЛЕНИЕ» МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ,"[Центральный , Западный , Троицкий ]",5,78.35,106.0,0.0,89.87,1721301178
«КОМПАНИЯ «ВАНИ»,Южный ,4,78.34,97.7,0.0,98.14,1721301180
«ДОМ-СЕРВИС»,Троицкий ,85,78.27,99.79,100.0,95.39,1721301181
«ДОМА СТОЛИЦЫ»,Южный ,1,78.26,100.0,0.0,95.65,1721301182
«ЖИЛИЩНИК РАЙОНА ВОСТОЧНЫЙ»,Восточный ,59,78.24,100.77,0.0,94.84,1721301183
«ЖИЛИЩНИК РАЙОНА КОСИНО-УХТОМСКИЙ»,Восточный ,193,78.23,97.75,0.0,97.83,1721301184
«КАХОВКА-АРЕМЭКС»,Западный ,2,78.13,110.0,51.0,85.0,1721301185
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «ЖИЛИЩЕ»,"[Северо-Западный , Юго-Восточный ]",18,78.1,96.14,50.0,98.86,1721301186
«УПРАВЛЯЮЩАЯ КОМПАНИЯ РЕСУРСЭНЕРГОПРОМ»,Северный ,11,78.1,98.62,0.0,96.62,1721301187
«ЛАКИСТРОЙТЕХНО»,Центральный ,13,78.1,98.91,0.0,96.35,1721301188
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «ОРИОН»,"[Западный , Троицкий , Северный ]",17,78.0,96.0,100.0,98.61,1721301189
«ЖИЛИЩНИК РАЙОНА НАГАТИНСКИЙ ЗАТОН»,Южный ,211,77.99,97.43,0.0,97.55,1721301191
«КОМПЛЕКСНЫЙ СЕРВИС»,Троицкий ,39,77.99,100.0,0.0,94.98,1721301192
«ЖИЛИЩНИК РАЙОНА СТРОГИНО»,Северо-Западный ,91,77.97,99.12,0.0,95.8,1721301193
«ПИК-КОМФОРТ»,"[Восточный , Западный , Зеленоградский , Троицкий , Северный , Северо-Восточный , Центральный , Южный , Юго-Восточный , Юго-Западный ]",531,77.95,96.41,0.0,98.47,1721301194
ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО РЕМОНТНО-СТРОИТЕЛЬНАЯ ФИРМА «РЕМСТРОЙСЕРВИС»,Центральный ,63,77.93,99.23,0.0,95.6,1721301196
«ЭКСПЕРТ-СЕРВИС»,"[Северный , Северо-Восточный , Северо-Западный , Троицкий ]",27,77.88,96.17,0.0,98.53,1721301197
«КРОММ-ОФИС»,Северо-Восточный ,1,77.88,96.12,0.0,98.57,1721301198
ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО УПРАВЛЯЮЩАЯ КОМПАНИЯ «КАПИТАЛ-ИНВЕСТ»,"[Западный , Южный , Юго-Восточный ]",16,77.87,96.62,0.0,98.0,1721301199
«ЖИЛИЩНИК ТАГАНСКОГО РАЙОНА»,Центральный ,361,77.79,98.0,0.0,96.43,1721301200
«ЖИЛИЩНИК РАЙОНА ХОВРИНО»,Северный ,175,77.79,95.72,0.0,98.75,1721301201
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «СТОЛИЧНИК»,"[Северный , Восточный , Южный ]",3,77.79,100.0,0.0,94.48,1721301203
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «ПРЕИМУЩЕСТВО»,"[Западный , Южный ]",18,77.76,95.46,0.0,98.94,1721301204
«ЖИЛИЩНИК РАЙОНА СОКОЛ»,Северный ,200,77.74,97.41,100.0,96.45,1721301205
«ЖИЛИЩНИК РАЙОНА СОЛНЦЕВО»,Западный ,210,77.68,96.83,0.0,97.36,1721301206
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «ПРЕОБРАЖЕНСКОЕ»,Восточный ,54,77.68,95.2,0.0,99.0,1721301207
«ТЕХСТРОЙ»,Северо-Западный ,2,77.65,95.79,0.0,98.34,1721301208
УПРАВЛЯЮЩАЯ КОМПАНИЯ «ДОМС»,"[Восточный , Западный , Северный , Северо-Восточный , Южный ]",29,77.64,94.4,87.0,99.26,1721301209
ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО «ЭСТЕЙТ СЕРВИС ДИРЕКЦИЯ КУРКИНО СЕВЕРО-ЗАПАДНОГО АДМИНИСТРАТИВНОГО ОКРУГА»,Северо-Западный ,79,77.63,95.95,0.0,98.12,1721301210
«ЖИЛИЩНИК РАЙОНА НОВОКОСИНО»,Восточный ,167,77.52,95.93,0.0,97.87,1721301211
«ЖИЛИЩНИК РАЙОНА НОВО-ПЕРЕДЕЛКИНО»,Западный ,116,77.51,96.0,0.0,97.71,1721301212
АКЦИОНЕРНОЕ ОБЩЕСТВО «УПРАВЛЯЮЩАЯ КОМПАНИЯ ГОЛЬЯНОВО»,Восточный ,46,77.41,94.47,0.0,99.0,1721301214
«МИТИНО-1»,Северо-Западный ,2,77.41,96.0,0.0,97.51,1721301215
УПРАВЛЯЮЩАЯ КОМПАНИЯ «ГОРОД»,Северо-Западный ,1,77.39,100.0,0.0,93.47,1721301216
«ЖИЛИЩНИК РАЙОНА МОСКВОРЕЧЬЕ-САБУРОВО»,Южный ,117,77.38,97.0,0.0,96.45,1721301217
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «ЕВРОГОРОД»,Северный ,7,77.37,93.95,0.0,99.48,1721301218
«ЖИЛИЩНИК РАЙОНА ПРОСПЕКТ ВЕРНАДСКОГО»,Западный ,126,77.36,95.98,50.0,97.18,1721301219
«АКВА-ХОЛДИНГ»,Юго-Восточный ,35,77.35,94.66,0.0,98.72,1721301220
ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО «УПРАВЛЯЮЩАЯ КОМПАНИЯ ДИРЕКЦИЯ ЕДИНОГО ЗАКАЗЧИКА КРАСНОСЕЛЬСКОГО РАЙОНА»,Центральный ,3,77.33,97.72,79.0,95.22,1721301221
«ЖИЛИЩНИК РАЙОНА НОВОГИРЕЕВО»,Восточный ,285,77.32,96.16,0.0,97.15,1721301222
«УПРАВЛЯЮЩАЯ КОМПАНИЯ ИЗУМРУДНЫЙ ГОРОД»,"[Восточный , Юго-Восточный ]",9,77.31,95.95,0.0,97.33,1721301223
«УПРАВЛЯЮЩАЯ КОМПАНИЯ ТИМИРЯЗЕВСКАЯ»,Северный ,147,77.28,96.0,0.0,97.2,1721301225
АКЦИОНЕРНОЕ ОБЩЕСТВО «ВК КОМФОРТ»,"[Восточный , Западный , Троицкий , Северный , Северо-Восточный , Южный , Юго-Восточный , Юго-Западный ]",90,77.26,94.6,0.0,98.56,1721301226
«ЖИЛИЩНИК ХОРОШЕВСКОГО РАЙОНА»,Северный ,171,77.22,95.9,100.0,96.66,1721301227
«ЖИЛИЩНИК РАЙОНА КУРКИНО»,Северо-Западный ,10,77.21,98.82,0.0,94.21,1721301228
«УПРАВЛЯЮЩАЯ КОМПАНИЯ ОБЩЕЕ ДЕЛО»,"[Западный , Северный ]",8,77.19,98.77,0.0,94.21,1721301229
«ДИРЕКЦИЯ ПО ЭКСПЛУАТАЦИИ ГОРОДСКИХ КОМПЛЕКСОВ»,Западный ,3,77.16,93.63,100.0,98.78,1721301230
«ЖИЛИЩНИК РАЙОНА ОРЕХОВО-БОРИСОВО ЮЖНОЕ»,Южный ,173,77.0,94.8,50.0,97.67,1721301231
«ЖИЛИЩНИК РАЙОНА БОГОРОДСКОЕ»,Восточный ,252,77.0,96.2,0.0,96.42,1721301232
«ЖИЛИЩНИК РАЙОНА ЧЕРТАНОВО ЮЖНОЕ»,Южный ,186,77.0,94.79,0.0,97.81,1721301233
«ЖИЛИЩНИК РАЙОНА РАМЕНКИ»,Западный ,203,76.95,94.69,74.0,97.31,1721301234
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «КРАСНОЕ СЕЛО»,Центральный ,4,76.87,97.63,0.0,94.54,1721301236
«УПРАВЛЯЮЩАЯ КОМПАНИЯ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА «ИСПОЛИН»,Восточный ,19,76.83,97.56,87.0,94.0,1721301237
«ГАРАНТ-РЭСО. ЮГО-ЗАПАД»,"[Западный , Юго-Западный ]",5,76.82,92.44,0.0,99.61,1721301238
«УПРАВЛЯЮЩАЯ КОМПАНИЯ «ЖИЛФОНД»,Восточный ,36,76.76,93.23,0.0,98.66,1721301239
УПРАВЛЯЮЩАЯ КОМПАНИЯ ПРЕСНЕНСКОГО РАЙОНА,Центральный ,97,76.75,99.63,0.0,92.25,1721301240
«ГУК»,Западный ,16,76.72,96.89,0.0,94.92,1721301241
ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО «МАСТЕР ОК»,Восточный ,61,76.66,93.15,0.0,98.5,1721301242
«УПРАВЛЯЮЩАЯ КОМПАНИЯ РЭУ-16»,Северный ,30,76.66,96.42,0.0,95.24,1721301243
«ДЕЗ-СТОЛИЦА»,Юго-Восточный ,16,76.62,92.0,86.0,99.0,1721301244
